0,202.1048,202.4384,199.0746,205.8417,206.7601,202.7507,200.0415,203.4333,203.5079,202.6934,201.8866,202.1847,202.7874,200.2224,171.3433,168.2837,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0,103.695,88.43452,94.52297,134.4459,173.2088,199.1707,193.4141,201.3905,202.4129,203.1575,199.1916,202.7314,202.3345,201.3096,201.109,201.972,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,202.2345,202.8616,200.8845,202.8923,203.8207,200.8011,203.6847,197.3895,203.268,198.6896,203.4677,202.8514,201.1967,203.0968,203.4009,-93.93085,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
1,199.455,197.843,195.6232,203.7699,209.177,204.8512,202.2131,205.5682,206.1091,204.5394,204.6196,204.2027,204.5757,199.3862,177.4328,155.8496,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,111.8992,98.58276,101.5926,142.3317,172.4209,199.4161,194.0671,201.2602,201.7658,204.0587,200.8997,203.4049,204.3821,202.8684,200.9886,202.4241,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1,201.5451,201.1988,200.2455,203.0213,202.6553,200.4188,202.2622,196.8418,202.0316,198.085,202.8718,203.8214,201.8571,203.2079,199.9703,-94.04762,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
2,201.2617,200.5035,197.9652,202.5511,205.4308,202.8743,201.7022,205.6937,204.8704,204.1702,202.5995,201.4279,201.1184,196.8774,174.2089,162.8513,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2,120.1034,104.3818,90.98815,132.5068,156.5314,194.5074,192.8917,202.0423,201.6364,203.2862,200.3741,202.8661,202.2065,202.5343,202.6745,202.5371,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2,203.2687,203.3732,201.1401,202.6344,202.2668,200.2914,202.9088,197.8277,202.7734,198.4478,202.7526,203.3364,202.2973,203.8749,199.1956,-95.56583,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
3,198.6119,197.843,194.8836,200.9668,204.464,202.8743,200.0415,203.3078,201.7738,200.4782,199.2724,199.2837,200.1646,194.3687,175.0448,158.3847,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,3,120.1034,105.6998,100.5453,134.4459,167.2995,193.2802,191.4552,201.9119,202.0246,201.8701,200.1114,202.3273,203.1023,201.3096,202.4337,202.085,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3,202.5793,202.8616,201.3957,203.0213,204.0797,201.5655,202.9088,197.0609,203.3916,199.2943,203.2294,202.6089,200.6464,202.8744,196.761,-96.85048,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
4,203.0684,200.2617,198.2117,202.9167,203.0139,199.1677,196.9757,201.4241,202.3932,202.6934,203.669,203.0676,202.4297,189.4706,178.1492,167.0765,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,4,135.0322,96.0787,83.2639,123.0697,152.7231,185.6717,190.8022,200.2174,200.601,200.8401,197.7463,201.7884,200.1588,200.7528,201.109,201.8589,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4,202.3494,202.2221,200.1178,202.6344,203.0437,200.9285,203.2968,197.4991,203.0207,198.2059,202.2758,202.2452,200.4262,202.0963,194.3264,-99.0694,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
5,202.5866,202.1966,199.9375,204.0135,206.5184,204.2334,201.5744,203.8101,203.8795,202.9395,202.8372,203.1937,202.1913,187.4397,172.6567,172.2674,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,5,134.4943,102.4049,84.04942,134.446,166.3802,193.6484,194.0671,203.3458,203.06,204.5737,201.1625,203.9437,205.278,203.3137,204.2401,204.5715,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5,200.5109,201.4546,199.351,201.9894,202.6553,200.5462,201.6156,197.3895,203.6389,199.4152,203.3485,203.5789,202.0772,204.3196,201.5196,-88.44193,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
6,199.8164,199.0524,195.993,199.6262,203.3764,198.7971,197.8699,200.4194,200.0397,198.263,199.7477,199.9143,199.6878,188.7538,171.4627,155.9703,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,6,137.5876,104.6454,101.5926,137.0315,177.5423,199.048,196.0261,205.301,203.4482,203.8012,201.9509,204.3478,202.4624,202.423,201.8316,202.8762,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6,204.5327,204.0128,202.418,205.343,206.9285,203.9863,206.5298,199.6899,206.9772,202.1966,205.4941,206.7314,204.8288,205.32,204.9502,-91.59513,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
7,197.0461,196.7547,194.8836,200.1137,201.5637,198.4265,196.848,200.1683,198.6772,197.6476,197.9653,199.0314,197.6611,191.7404,177.9104,154.8838,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,7,128.0385,103.1956,111.4116,135.9973,177.6736,195.8574,193.8059,203.3458,202.9305,204.9599,200.8997,204.7519,202.4624,202.5343,202.6745,204.0064,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7,203.1538,203.8849,200.7567,202.7634,202.7848,200.5462,203.0381,198.1563,204.0098,200.3827,203.8253,204.9127,203.1778,204.8754,199.3063,-95.33227,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
8,198.9733,197.1174,195.993,201.698,204.9474,201.6389,199.2751,202.1776,203.7557,202.2011,201.5301,200.2927,198.734,193.0545,180.6567,167.3179,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,8,119.6999,98.31922,114.03,135.2216,171.239,197.2072,196.0261,204.2583,204.613,205.8611,202.2137,203.9437,204.3821,202.8684,202.795,204.3455,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8,203.3836,202.9895,200.8845,203.9242,204.4682,201.9478,203.5554,199.0327,204.7517,200.5036,204.3021,206.9739,205.0489,205.32,194.9904,-95.33227,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
9,198.371,197.7221,196.2395,202.5511,203.739,200.6504,198.2531,200.5451,199.6682,199.9859,199.3912,199.4098,198.9725,190.4263,177.3134,175.5268,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,9,119.2964,99.10999,113.5063,138.4535,170.7138,198.4344,196.1567,205.0404,203.9659,205.2174,202.6078,204.4825,203.4863,203.4251,201.7112,202.9892,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,9,204.1879,203.6291,202.418,204.3112,204.5977,201.6929,204.3313,199.7994,206.2354,201.592,204.8981,205.7614,203.9483,205.5424,196.8717,-93.34691,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
